record_id,Key,ItemType,PublicationYear,Author,title,PublicationTitle,ISBN,ISSN,DOI,Url,abstract,Date,DateAdded,DateModified,AccessDate,Pages,NumPages,Issue,Volume,NumberOfVolumes,JournalAbbreviation,ShortTitle,Series,SeriesNumber,SeriesText,SeriesTitle,Publisher,Place,Language,Rights,Type,Archive,ArchiveLocation,LibraryCatalog,CallNumber,Extra,Notes,FileAttachments,LinkAttachments,ManualTags,AutomaticTags,Editor,SeriesEditor,Translator,Contributor,AttorneyAgent,BookAuthor,CastMember,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,ReviewedAuthor,Scriptwriter,WordsBy,Guest,Number,Edition,RunningTime,Scale,Medium,ArtworkSize,FilingDate,ApplicationNumber,Assignee,IssuingAuthority,Country,MeetingName,ConferenceName,Court,References,Reporter,LegalStatus,PriorityNumbers,ProgrammingLanguage,Version,System,Code,CodeNumber,Section,Session,Committee,History,LegislativeBody,Abstract_Miss,keep,included,asreview_ranking
63,QF3LJXX4,journalArticle,2008,"Iimi, Atsushi",Effects of improving infrastructure quality on business costs: evidence from firm-level data,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1007241&site=ehost-live,"Economic development is affected by infrastructure services in both volume and quality terms. However, the quality of infrastructure is relatively difficult to measure and assess. The current paper, using firm-level data collected by a business environment assessment survey in 26 countries in Europe and Central Asia, estimates the marginal impacts on firm costs of infrastructure quality. The results suggest that the reliability or continuity of services is important for business performance. Firm costs significantly increase when electricity outages occur more frequently and the average outage duration becomes longer. Similarly, increased hours of water supply suspensions also reduce firms' competitiveness. In these countries, it is found that the total benefit for the economy from eliminating the existing electricity outages ranges from 0.5 to 6 percent of gross domestic product. If all water suspensions are removed, the economy could receive a gain of about 0.5 to 2 percent of gross domestic product. By contrast, the quality of telecommunications services seems to have no significant impact.",2008,1/25/2023 12:51,1/25/2023 12:51,,,,,,,,,,,,,,,,,,eoh,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,"Publisher: The World Bank, Policy Research Working Paper Series: 4581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,164
7,FBFI5U6F,journalArticle,2020,"Chyong, Chi Kong; Li, Carmen; Reiner, David; Roques, Fabien",A Portfolio approach to wind and solar deployment in Australia,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1876837&site=ehost-live,"We develop a new framework that can be used to analyse interactions between solar and wind generation using a Mean-Variance Portfolio Theory (MPT) framework. We use this framework to understand the role of electricity transmission integrating a high share of Variable Renewable Energy (VRE) and investigate the optimal generation mix consisting of wind and solar for Australia's National Electricity Market (NEM). For the same level of risk, we find that the average capacity factor of VRE could be 7% higher if transmission constraints are alleviated. Our results show that in order to minimise the risks of a VREdominated generation portfolio, transmission capacity and efficient access will become very important--at a high level of VRE penetration in NEM, a marginal increase in transmission capacity reduces system risks associated with wind and solar uncertainties by ca. 0.25 p.p. Lack of transmission capacity therefore implies potentially greater risks to VRE generators and hence higher energy costs at high levels of VRE penetration. Using our proposed approach (residual demand minimisation), which accounts for the dynamics of electricity generation associated with wind and solar as well as with demand, we find investment in solar generation is rewarded more than when using an output maximisation approach that ignores patterns of demand. For example, on average, solar share reaches 15.4% under the residual demand minimisation approach versus 12.5% under output maximisation approach. Investment in solar is also sensitive to the way we formulate our risk objective, being less favourable if we consider only peak hours than if we consider all hours. Further, our results suggest that wind generation and transmission capacity expansion are complements NEMwide while solar generation and wind generation are complements within the same region.",2020,1/25/2023 12:38,1/25/2023 12:38,,,,,,,,,,,,,,,,,,eoh,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,"Publisher: Faculty of Economics, University of Cambridge, Cambridge Working Papers in Economics",,,,Alternative Energy Sources Q42; Energy: Government Policy Q48; Industry Studies: Utilities and Transportation: Government Policy L98; Programming Models; Investment Decisions G11; Portfolio Choice; Mathematical and Simulation Modeling: General C60; Mathematical Methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,165
24,X9DZ58QN,journalArticle,2020,"Herbes, Carsten; Rilling, Benedikt; MacDonald, Scott; Boutin, Nathalie; Bigerna, Simona","Are Voluntary Markets Effective in Replacing State-Led Support for the Expansion of Renewables? A Comparative Analysis of Voluntary Green Electricity Markets in the UK, Germany, France and Italy",Energy Policy,,3014215,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1832206&site=ehost-live,"With state-led support being only temporary, attention has turned to retail electricity markets to provide long-term support for renewable electricity. Past research has focused on consumer preferences for green electricity, i.e. the demand side. We investigated the supply side by analyzing what suppliers selling green retail electricity products in the UK, Germany, France and Italy actually provide. Through content analysis of the online data provided by these companies, we found that most products in Germany and France rely on Scandinavian hydropower. Since almost all of these plants have been operating for decades, these products today cannot be said to effectively drive new renewable capacities. Products in the UK and Italy rely on sources which already have state-led support and thus also do not drive the expansion of renewables. In fact, none of the four countries has established a policy framework that successfully fosters the development of a voluntary market for green electricity capable of driving the expansion of renewables. Alignment between sustainable energy policy objectives, consumer demand, and supply-side offerings in a voluntary market might be improved by empowering consumers through a simplified and possibly state-led labeling scheme that focuses on environmental impact and includes minimum standards for performance.",2020-06,1/25/2023 12:35,1/25/2023 12:35,,,,,141.0,,Energy Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Alternative Energy Sources Q42; Electric Utilities L94; Energy: Government Policy Q48; Industry Studies: Utilities and Transportation: Government Policy L98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,166
28,DQB7BBZ2,journalArticle,2015,"Wie, Dainn; Kim, Hyoungjong",Between Calm and Passion: The Cooling-Off Period and Divorce Decisions in Korea,Feminist Economics,,13545701,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1519676&site=ehost-live,"Research in behavioral economics suggests that a cooling-off period can address decision-making errors caused by projection bias, which drives people to make the wrong prediction when affected by an immediate emotional state. Using the unique, natural experiment of a mandated divorce cooling-off period in Korea, a difference-in-differences (DD) estimation of the impact of such a cooling-off period on divorce outcomes shows that the cooling-off period increases filing cancellation and reduces finalized divorce rates without any effect on initial divorce filing rates. Estimates indicate that the number of divorces finalized decreases by approximately 9 percent, and that this effect is consistent over the long run. Research also shows that couples who have undergone a prior separation period or have conclusive causes to divorce do not respond to the cooling-off period, suggesting that emotional state at the time of decision is the driving force of observed dynamic inconsistency.",2015-04,1/25/2023 12:32,1/25/2023 12:32,,187-214,,2,21.0,,Feminist Economics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Economics of Gender; Non-labor Discrimination J16; Domestic Abuse J12; Family Structure; Marital Dissolution; Marriage; Family and Personal Law K36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,167
42,KI5A9DDU,journalArticle,2017,"Fernandez-Gutierrez, Marcos; James, Oliver; Jilke, Sebastian",Competition and Switching in Public Service Markets: Can They Reduce Inequalities?,Regulation and Governance,,17485983,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1833652&site=ehost-live,"Regulatory reforms to public infrastructure services across European Union (EU) countries were aimed at increasing consumer welfare by introducing competition and choice into service markets. However, empirical evaluations have questioned whether these reforms have benefitted all consumers, suggesting that vulnerable groups of service users (especially those with lower levels of formal education), might be locked into poorly performing services. We assess the relationship between the level of competition in electricity and fixed telephony markets in EU countries and evaluate the affordability of these services for different socio-educational layers. Our findings show that--although in countries where there is a relatively high frequency of switching, inequalities between socio-educational groups are smaller and eventually disappear--competition as such does not play a part. These results suggest that demand-side regulation that successfully enables consumer switching has the potential to equalize social welfare, thereby reflecting a possible convergence of regulatory instruments and the central aims of the welfare state in this context.",2017-03,1/25/2023 12:37,1/25/2023 12:37,,41-63,,1,11.0,,Regulation and Governance,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Electric Utilities L94; Industry Studies: Utilities and Transportation: Government Policy L98; Economics of Regulation L51; National Government Expenditures and Related Policies: Infrastructures; Other Public Investment and Capital Stock H54; Telecommunications L96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,168
92,NUFCQ94V,journalArticle,1987,"Boyd, Gale A.",Factor Intensity and Site Geology as Determinants of Returns to Scale in Coal Mining,Review of Economics and Statistics,,346535,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0200620&site=ehost-live,"Increasing returns to scale (RTS) is frequently postulated as affecting productivity in surface coal mining. However, it is not clear whether increased capital intensity or increased output is the relevant phenomenon. A ray-homothetic production function that incorporates the capital labor mix and fixed site geology into the scale elasticity is presented and estimated with a micro (mine level) dataset. The results indicate that higher capital intensity contributes to higher RTS for some types of capital equipment, but not all. On the average, increasing RTS was found, with few mines approaching optimal scale.",1987-02,1/25/2023 12:42,1/25/2023 12:42,,18-23,,1,69.0,,Review of Economics and Statistics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,and other nonmetallic minerals 6322; coal; Industry Studies Extractive Industries Mining metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,169
201,65FLY8LL,journalArticle,2012,"Martin Martinez, Maria Jesus; Villaplana Conde, Pablo",Transparencia y senales de precios en el sistema gasista espanol. (With English summary.),Papeles de Economia Espanola,,2109107,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1370819&site=ehost-live,"Despite the important role of natural gas in the Spanish and Iberian energy mix, currently there is no natural gas wholesale market with liquid and transparent prices. Regardless of the coexistence with long-term contracts it is necessary to develop an Iberian natural gas wholesale market in line with the existing developments in the rest of Europe. The natural gal wholesale market should be composed by a set of sub-markets with different trading horizons (balancing, spot, futures, and forwards). The existence of transparent and liquid price signals will promote competition in wholesale and retail markets.",2012,1/25/2023 12:44,1/25/2023 12:44,,168-181,,134,,,Papeles de Economia Espanola,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Energy: Demand and Supply; Energy: Government Policy Q48; Prices Q41; Mining, Extraction, and Refining: Hydrocarbon Fuels L71; Gas Utilities; Industry Studies: Utilities and Transportation: Government Policy L98; Pipelines; Water Utilities L95; Industry Studies: Primary Products and Construction: Government Policy L78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,170
117,75SHAKI8,journalArticle,2001,"Haraldsson, Hordur V.; Ranhagen, Ulf; Sverdrup, Harald",Is Eco-living More Sustainable Than Conventional Living? Comparing Sustainability Performances between Two Townships in Southern Sweden,Journal of Environmental Planning and Management,,9640568,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0595597&site=ehost-live,"Ecological footprint (EF) analysis was used to determine whether so-called eco-living in Sweden differs from conventional living. The study involved two elements: (1) calculations of material and energy needs for constructing an eco-house in Toarp and a standard house in Oxie, southern Sweden; and (2) EF analysis of consumption patterns in households from Toarp and Oxie. A difference of only 10% was observed in the comparison of the building materials between the two houses. Building materials represent less than 5% of the annual EF in Toarp and Oxie. There was no significant difference in the EF between the two towns. The average annual EFs are 2.8 ha per person and 3.7 ha per person in Toarp and Oxie, respectively. Food consumption and energy consumption for housing (space heating and electricity use) are the largest contributors to the EF in Toarp and Oxie. These factors are almost equal in size and constitute 75% of the total EF in both Toarp and Oxie.",2001-09,1/25/2023 12:41,1/25/2023 12:41,,663-679,,5,44.0,,Journal of Environmental Planning and Management,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Regional Economic Activity: Growth, Development, Environmental Issues, and Changes R11; Housing Supply and Markets R31; Sustainable Development Q01; Prices Q21; Renewable Resources and Conservation: Demand and Supply",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,171
156,3IJ4ZH2N,journalArticle,2014,"Grout, Paul A.; Jenkins, Andrew; Zalewska, Anna",Regulatory Valuation of Public Utilities: A Case Study of the Twentieth Century,Business History,,76791,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1471692&site=ehost-live,"This paper analyses the regulatory attitudes to asset valuation in the twentieth century. It focuses in particular on the US experience from Smith v Ames 169 US 466 (1898) to Federal Power Commission v Hope Natural Gas 320 US 591 (1944) and on the experience in the UK in last two decades of the century. It is shown that movements in capital goods prices in the US had a significant impact on regulatory decisions, e.g., regulators were more likely to choose original cost as the regulatory valuation when replacement cost was high. In the UK regulatory agencies moved through valuations increasingly less favourable to the companies from a traditional historic cost model to an 'original cost' model based on flotation value. Far from displaying regulatory capture, the evidence is consistent with robust regulation against 'monopoly' incumbents.",2014-07,1/25/2023 12:35,1/25/2023 12:35,,936-955,,2023-06-05 00:00:00,56.0,,Business History,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Industry Studies: Utilities and Transportation: Government Policy L98; Economics of Regulation L51; Regulated Industries and Administrative Law K23; Economic History: Transport, International and Domestic Trade, Energy, Technology, and Other Services: General, International, or Comparative N70; Utilities: General L97; Economic History: Government, War, Law, International Relations, and Regulation: General, International, or Comparative N40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,172
219,9BAD6U8T,journalArticle,2013,"Lehmann, Paul; Gawel, Erik",Why Should Support Schemes for Renewable Electricity Complement the EU Emissions Trading Scheme?,Energy Policy,,3014215,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1342526&site=ehost-live,"In virtually all EU Member States, the EU Emissions Trading Scheme (EU ETS) is complemented by support schemes for electricity generation from renewable energy sources (RES-E). This policy mix has been subject to strong criticism. It is mainly argued that RES-E schemes contribute nothing to emissions reduction and undermine the cost-effectiveness of the EU ETS. Consequently, many scholars suggest the abolition of RES-E schemes. However, this conclusion rests on quite narrow and unrealistic assumptions about the design and performance of markets and policies. This article provides a systematic and comprehensive review and discussion of possible rationales for combining the EU ETS with RES-E support schemes. The first and most important reason may be restrictions to technology development and adoption. These may be attributed to the failure of markets as well as policies, and more generally to the path dependency in socio-technical systems. Under these conditions, RES-E schemes are required to reach sufficient levels of technology development. In addition, it is highlighted that in contrast to the EU ETS RES-E support schemes may provide benefits beyond mitigating climate change.",2013-01,1/25/2023 12:40,1/25/2023 12:40,,597-607,,1,52.0,,Energy Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Electric Utilities L94; Energy: Demand and Supply; Energy: Government Policy Q48; Prices Q41; Industry Studies: Utilities and Transportation: Government Policy L98; Climate; Global Warming Q54; Natural Disasters and Their Management; Environmental Economics: Government Policy Q58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,173
0,4M79AUDG,journalArticle,2011,"Sioshansi, Ramteen; Denholm, Paul; Jenkin, Thomas",A Comparative Analysis of the Value of Pure and Hybrid Electricity Storage,Energy Economics,,1409883,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1237937&site=ehost-live,"Significant natural gas and electricity price variation and volatility, especially during the past few years, raise questions about understanding the value drivers behind electricity storage. The impact of these drivers for pure storage (such as pumped hydroelectric storage) and compressed air energy storage (CAES) are different and in this paper we explore these differences in operation and net revenue over a variety of timescales. We also consider the arbitrage value that is attainable in practice and explain why simple forecasting techniques based on historical data will generally be less successful for CAES. The breakeven cost of storage and how this can depend on regulatory treatment of storage and market structure is also considered.",2011-01,1/25/2023 12:35,1/25/2023 12:35,,56-66,,1,33.0,,Energy Economics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Electric Utilities L94; Energy: Demand and Supply; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,174
6,ULX5CD3F,journalArticle,2019,"Khanal, Mukesh",A PACE Program in Alberta: An Analysis of the Issues,School of Public Policy Publication,,25608312,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1918208&site=ehost-live,"In December 2015, Canada participated in the COP21 Paris meetings, ""committed to reducing greenhouse gas emissions, to be a leader in the transition to a low-carbon and climate resilient economy,"" and to contribute towards reducing global temperature increases (Barter 2016). In Alberta, the Climate Leadership Plan has a number of key action points, including ""putting a price on greenhouse gas emissions . . . ending pollution from coal-generated electricity by 2030 . . . developing more renewable energy"" (Government of Alberta 2018b). Initiatives in ""consumer rebates, supply chain incentives, and innovative financing options"" can help achieve the federal and provincial targets (Advanced Energy Center 2016, 10). However, energy efficiency upgrades and renewable energy projects are major undertakings and require significant capital investments. A widely held view by environmental advisors, such as Harrington and Heart (2014), is that loans to finance such capital investments are difficult to obtain from traditional lenders. Bill 10: An Act to Enable Clean Energy Improvements was introduced in the Alberta legislature on April 12, 2018 ""to let municipalities establish a Property Assessed Clean Energy (PACE) program that would make it more affordable for Albertans to upgrade their properties without having to put money down"" (Government of Alberta 2018a). The Alberta government lists four steps that property owners will have to take to access the PACE program. First, property owners will have to decide what clean-energy upgrade they want for their property. Second, property owners, then, sign an agreement with the municipality to repay a loan to finance the upgrade through an annual surcharge on their municipal property taxes. Third, property owners will have to find an approved contractor to carry out the upgrades. Fourth, property owners pay the loans through property taxes and ""the municipality passes that on to the lender"" (Government of Alberta 2018a). See also Jensen (2018) for a capsule summary of how PACE programs work and their pros and cons. Bill 10 passed on June 6, 2018 and the Alberta government announced that it would bring forward regulations for approval by the fall of 2018 and develop a PACE program in partnership with Energy Efficiency Alberta, an agency of the provincial government (Government of Alberta 2018a). The program ""will front the cost, using private capital from a bank or pension fund partner"" (Stolte 2018). However, as of February 2019, the government is yet to announce PACE regulations. The Bill has support in Alberta's two largest cities. While municipalities are not forced to participate in the program, Calgary Mayor Naheed Nenshi ""expects council to sign on to the program once it is fully fleshed out next year"" (Wood 2018). Edmonton Mayor Don Iveson also agrees that there is ""a huge pent-up demand"" for a PACE program (Stolte 2018). However, Alberta's Environment Minister Shannon Phillips believes that ""there will be enthusiasm for the program throughout Alberta, not just in Calgary and Edmonton"" (Wood 2018). Alberta Construction Association, and the Building Industry and Land Development Association have expressed support for the PACE program (Wood 2018). Devon, Drayton Valley, Red Deer, Wabasca, and Brazeau County have all expressed interests in adopting PACE programs (Dodge 2017). A 2018 survey showed that 68 percent of surveyed Albertans feel the provincial economy would benefit by a ""transition to a reliance on lower carbon energy sources"" (Anderson 2018).",2019-01,1/25/2023 12:35,1/25/2023 12:35,,,,,12.0,,School of Public Policy Publication,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Alternative Energy Sources Q42; Energy: Government Policy Q48; Climate; Global Warming Q54; Natural Disasters and Their Management; Environmental Economics: Government Policy Q58; Regional Economic Activity: Growth, Development, Environmental Issues, and Changes R11; State and Local Government: Other Expenditure Categories H76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,175
21,L4Q33WSU,journalArticle,2018,"Lisi, Francesco; Edoli, Enrico",Analyzing and Forecasting Zonal Imbalance Signs in the Italian Electricity Market,Energy Journal,,1956574,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1729170&site=ehost-live,"In this paper, within the Italian electricity market, we analyse the features and the dynamics of the imbalance sign, defined as the sign of the algebraic sum of energy bought and sold by the national Transmission and System Operator during the real-time balancing of the electric network. The analyses provide evidence that the probability of having a positive (negative) sign exhibits a serial dependence structure and a dependence on the load periods, as well as on past history. Based on this evidence, we build a suitable model for zonal sign dynamics, and we use it for an out-of-sample forecasting exercise concerning the probability of a positive imbalance sign, pi_{t}. The results show that the zonal imbalance sign is 'predictable.' An economic evaluation of the benefits of using the proposed model is also provided.",2018-09,1/25/2023 12:32,1/25/2023 12:32,,2019-01-01 00:00:00,,5,39.0,,Energy Journal,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Electric Utilities L94; Energy: Demand and Supply; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,176
124,B4C2SEXU,journalArticle,2013,"Sadowska, Malgorzata; Willems, Bert",Market Integration and Economic Efficiency at Conflict? Commitments in the Swedish Interconnectors Case,World Competition: Law and Economics Review,,10114548,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1699369&site=ehost-live,"According to the European Commission, Svenska Kraftnat, the Swedish network operator, might have violated competition rules by limiting cross-border transmission capacity to relieve congestion within Sweden. Eventually, the case was settled and Svenska Kraftnat offered commitments to address the Commission's concerns. As an interim remedy, it committed to reducing transmission flow of electricity on internal network bottlenecks primarily by introducing national measures and by not reducing interconnection capacity. As a final remedy, Svenska Kraftnat agreed to split the Swedish market into multiple price zones. Congestion within Sweden would then be solved by adjusting the prices of those zones. We analyse the economic effects of the alleged abuse and the remedy package. We make three observations. First, it might be socially optimal to reduce cross-border capacity in response to internal congestion. Hence, without an in-depth economic analysis the Commission risked preventing efficient behaviour. Second, the interim remedy of handling internal congestion primarily by national measures is not socially optimal, and it cannot be ruled out that it reduces overall welfare. Third, even though splitting the market into price zones may improve allocative efficiency within Sweden, it does not prevent Svenska Kraftnat from potential manipulation of cross-border transmission capacity.",2013,1/25/2023 12:43,1/25/2023 12:43,,99-132,,1,36.0,,World Competition: Law and Economics Review,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Energy: Demand and Supply; Prices Q41; Production, Pricing, and Market Structure; Size Distribution of Firms L11; Antitrust Issues and Policies: General L40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,177
131,HL4GJDSB,journalArticle,2009,"Sclavounos, Paul D.; Ellefsen, Per Einar",Multi-Factor Model of Correlated Commodity--Forward Curves for Crude Oil and Shipping Markets,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1045842&site=ehost-live,"An arbitrage free multi-factor model is developed of the correlated forward curves of the crude oil, gasoline, heating oil and tanker shipping markets. Futures contracts trading on public exchanges are used as the primary underlying securities for the development of a multi-factor Gaussian Heath-Jarrow-Morton (HJM) model for the dynamic evolution of the correlated forward curves. An intra- and inter-commodity Principal Component Analysis (PCA) is carried out in order to isolate seasonality and identify a small number of independent factors driving each commodity market. The cross-commodity correlation of the factors is estimated by a two step PCA. The factor volatilities and cross-commodity factor correlations are studied in order to identify stable parametric models, heteroskedasticity and seasonality in the factor volatilities and correlations. The model leads to explicit stochastic differential equations governing the short term and long term factors driving the price of the spot commodity under the risk neutral measure. Risk premia are absent, consistently with HJM arbitrage free framework, as they are imbedded in the factor volatilities and correlations estimated by the PCA. The use of the model is described for the pricing of derivatives written on inter- and intra-commodity futures spreads, Asian options, the valuation and hedging of energy and shipping assets, the fuel efficient navigation of shipping fleets and use in corporate risk management.",2009,1/25/2023 12:51,1/25/2023 12:51,,,,,,,,,,,,,,,,,,eoh,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,"Publisher: Massachusetts Institute of Technology, Center for Energy and Environmental Policy Research, Working Papers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,178
146,I7MTXPFR,journalArticle,2021,"Daglish, Toby; de Braganca, Gabriel Godofredo Fiuza; Owen, Sally; Romano, Teresa",Pricing Effects of the Electricity Market Reform in Brazil,Energy Economics,,1409883,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1898114&site=ehost-live,"We examine electricity market reform in Brazil. From 1998 until 2004, the largely hydro-powered market featured a forward market in which bilateral contracts were negotiated. In March 2004, this was partially replaced by a centralised clearing of forward positions, with the objective of stabilising electricity prices. We develop a theoretical model for the Brazilian forward electricity market, showing how generator entry would be affected by the two regimes. We then model monthly prices using a two-state Markov Switching model, allowing offtakes to affect prices, volatility and transition probabilities. Consistent with our theory, we show that while the reforms decreased volatility in some regions and states, the market became both more likely to enter a high price state, and more likely to remain in that state for a protracted period.",2021-05,1/25/2023 12:33,1/25/2023 12:33,,,,,97.0,,Energy Economics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Economic Development: Agriculture; Electric Utilities L94; Energy; Environment; Natural Resources; Other Primary Products O13; Energy: Demand and Supply; Prices Q41; Production, Pricing, and Market Structure; Size Distribution of Firms L11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,179
80,ZV25F7PT,journalArticle,2019,"Pommeret, Aude; Schubert, Katheline",Energy Transition with Variable and Intermittent Renewable Electricity Generation,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1794630&site=ehost-live,"We propose one of the first dynamic models of the optimal transition from fossil fuels to renewables in electricity generation that takes into account the variability and intermittency of renewable energy as well as storage. This work sheds light on the extent to which variability and intermittency constitute a serious obstacle to energy transition and, given these constraints, the value of storage. The results of this model provide useful insight into the complexity of transitioning to a clean energy mix, as well as the role climate policy can play in facilitating both the growth of renewables and storage.",2019,1/25/2023 12:38,1/25/2023 12:38,,,,,,,,,,,,,,,,,,eoh,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,"Publisher: CESifo Group Munich, CESifo Working Paper Series: 7442",,,,Alternative Energy Sources Q42; Climate; Global Warming Q54; Natural Disasters and Their Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,180
